Fossil Family,Body part,Original Cost,Adjusted Cost
Ceratopsidae,Virtually complete skeleton,1466630.83,1661098.73
Tarbosauridae,Femur,1054345.73,1179249.54
Hadrosauridae,Skull,1313289.31,1484542.37
Diplodocidae,Articulated leg,3008661.38,3403297.61
Camptosauridae,Composite skeleton,1019983.9,1194889.5
Tarbosauridae,Partial skeleton,2018326.15,2235609.28
Ceratopsidae,Femur,684659.56,817893.31
Dromaeosauridae,Skull,2432811.12,2557599.23
Unidentified,Femur,250800.35,293548.49
Thescelosauridae,Skeleton,540177.29,579546.24
Stegosauridae,Composite skeleton,14359118.24,16695709.95
Unidentified,Partial skeleton,332857.83,386062.0
Tarbosauridae,Skeleton,1788718.98,2018449.53
Tarbosauridae,Skull,1334643.15,1464890.2
Apatosauridae,Femur,4625091.27,5543431.87
Unidentified,Articulated leg,265056.62,316601.41
Hypsilophodontidae,Articulated leg,393881.67,429224.47
Ceratopsidae,Virtually complete skeleton,1309969.39,1503733.25
Stegosauridae,Composite skeleton,14615244.16,16386612.67
Tyrannosauridae,Virtually complete skeleton,8563991.09,9357338.32
Ceratopsidae,Articulated leg,704704.98,759997.1
Unidentified,Composite skeleton,475361.61,514638.59
Tarbosauridae,Skull,1375239.9,1455649.5
Dromaeosauridae,Virtually complete skeleton,4622174.95,4882259.98
Stegosauridae,Femur,7936449.49,9107098.24
Apatosauridae,Skeleton,9469547.78,10928375.41
Tyrannosauridae,Virtually complete skeleton,7311049.93,8389787.83
Hadrosauridae,Nest with eggs,511692.7,539580.39
Tyrannosauridae,Nest with eggs,2202372.48,2614191.02
Ceratopsidae,Partial skeleton,1098860.73,1247528.73
Ceratopsidae,Nest with eggs,361161.2,398529.29
Tarbosauridae,Femur,1165089.08,1368432.04
Ceratopsidae,Composite skeleton,973685.56,1095485.03
Ceratopsidae,Nest with eggs,385255.28,410905.1
Diplodocidae,Femur,2409291.66,2618831.48
Camptosauridae,Nest with eggs,355827.83,376511.32
Allosauridae,Composite skeleton,2887923.85,3306179.04
Ceratopsidae,Skull,757044.4,826840.95
Camptosauridae,Articulated leg,594790.02,637587.6
Allosauridae,Virtually complete skeleton,3408385.36,3591781.42
Apatosauridae,Nest with eggs,2896578.24,3080992.99
Allosauridae,Skull,2047163.06,2169293.39
Hadrosauridae,Skull,980993.79,1129891.66
Apatosauridae,Femur,5456047.21,5958643.65
Dromaeosauridae,Articulated leg,2268314.57,2423988.29
Camptosauridae,Articulated leg,672411.19,783043.23
Thescelosauridae,Nest with eggs,157500.47,173630.54
Camptosauridae,Composite skeleton,937281.01,1118135.68
Stegosauridae,Femur,8022881.2,8452958.02
Tarbosauridae,Composite skeleton,2111784.31,2502577.79
Hadrosauridae,Composite skeleton,1639010.71,1764460.2
Hadrosauridae,Femur,1138395.13,1234568.17
Camptosauridae,Skull,736851.72,834140.66
Hypsilophodontidae,Femur,321810.32,373664.28
Unidentified,Femur,224240.33,246997.76
Stegosauridae,Femur,7111394.99,7693573.32
Unidentified,Articulated leg,260096.81,296488.6
Diplodocidae,Skull,3167731.78,3513556.7
Stegosauridae,Composite skeleton,11928154.41,13133555.11
Apatosauridae,Articulated leg,5010053.05,5842090.51
Dromaeosauridae,Skull,2817733.19,3060292.33
Unidentified,Skull,288504.98,315221.94
Tyrannosauridae,Virtually complete skeleton,7716729.92,8911358.64
Hypsilophodontidae,Virtually complete skeleton,672310.65,766007.6
Allosauridae,Virtually complete skeleton,3517738.53,3841051.82
Apatosauridae,Femur,4671130.34,5208730.45
Stegosauridae,Composite skeleton,13693498.22,15452722.03
Hadrosauridae,Skeleton,1617874.78,1848165.94
Thescelosauridae,Skeleton,594612.14,652492.44
Tarbosauridae,Composite skeleton,2010246.45,2220070.59
Diplodocidae,Skull,2827738.46,3026884.73
Ceratopsidae,Femur,493616.95,566078.04
Thescelosauridae,Nest with eggs,188913.42,219115.48
Stegosauridae,Femur,7941781.19,9309982.49
Ceratopsidae,Composite skeleton,1212583.97,1366188.76
Thescelosauridae,Skeleton,582766.49,672339.49
Dromaeosauridae,Femur,2220587.34,2502301.09
Tyrannosauridae,Articulated leg,4858869.45,5725191.56
Tarbosauridae,Nest with eggs,830255.19,921810.95
Tarbosauridae,Femur,1224102.65,1452493.87
Allosauridae,Virtually complete skeleton,3425025.85,3844698.0
Unidentified,Skull,290175.85,323268.9
Hypsilophodontidae,Virtually complete skeleton,644119.18,715675.65
Stegosauridae,Composite skeleton,13114533.05,15309149.7
Ceratopsidae,Composite skeleton,1076042.6,1258423.71
Diplodocidae,Skull,3549199.79,3796557.5
Hadrosauridae,Composite skeleton,1627096.84,1919877.01
Apatosauridae,Skull,6282789.38,6689798.83
Diplodocidae,Virtually complete skeleton,5042020.25,5769804.19
Apatosauridae,Virtually complete skeleton,10176117.54,11372882.38
Camptosauridae,Skull,677681.8,738893.31
Thescelosauridae,Femur,278338.78,297046.67
Tarbosauridae,Articulated leg,1026130.02,1153730.91
Thescelosauridae,Composite skeleton,517054.15,603586.58
Diplodocidae,Skull,3316807.66,3964501.64
Tyrannosauridae,Skull,4545036.99,5338243.46
Unidentified,Composite skeleton,542962.0,582019.3
Dromaeosauridae,Femur,1992859.0,2367368.11
Diplodocidae,Skull,2307434.82,2532881.37
Unidentified,Virtually complete skeleton,438393.92,512938.41
Hadrosauridae,Virtually complete skeleton,2311650.44,2715668.91
Thescelosauridae,Articulated leg,279542.5,319280.06
Camptosauridae,Articulated leg,581182.84,620943.2
Unidentified,Articulated leg,292123.99,324959.62
Hadrosauridae,Nest with eggs,539778.32,594641.28
Hadrosauridae,Femur,874389.3,1008265.69
Tarbosauridae,Skeleton,2273133.5,2551620.79
Stegosauridae,Nest with eggs,4931250.92,5653436.3
Apatosauridae,Partial skeleton,6148815.82,6657259.6
Hypsilophodontidae,Composite skeleton,477935.74,538657.41
Stegosauridae,Skeleton,16594872.0,19383891.2
Apatosauridae,Nest with eggs,2972161.24,3124530.64
Unidentified,Virtually complete skeleton,442940.13,498134.78
Allosauridae,Partial skeleton,2693378.51,2858896.14
Stegosauridae,Nest with eggs,4767696.88,5059611.1
Ceratopsidae,Femur,536203.48,622526.34
Diplodocidae,Virtually complete skeleton,4611717.47,5478950.35
Unidentified,Composite skeleton,391144.87,443321.52
Apatosauridae,Skeleton,9134673.2,10118147.29
Unidentified,Virtually complete skeleton,540903.13,635083.43
Diplodocidae,Articulated leg,2721097.83,3011370.97
Thescelosauridae,Skull,329630.58,375496.66
Ceratopsidae,Composite skeleton,1158534.43,1389692.13
Tyrannosauridae,Skull,4968614.61,5855085.27
Hadrosauridae,Composite skeleton,1467775.1,1685468.25
Stegosauridae,Partial skeleton,13255225.27,13955124.65
Allosauridae,Femur,1621893.16,1810957.87
Dromaeosauridae,Virtually complete skeleton,3924367.29,4255796.67
Stegosauridae,Articulated leg,9492714.13,11239542.83
Allosauridae,Partial skeleton,2567868.24,2858777.33
Unidentified,Nest with eggs,157676.2,179214.02
Thescelosauridae,Composite skeleton,316268.17,334152.58
Dromaeosauridae,Skeleton,3113504.05,3730214.96
Camptosauridae,Composite skeleton,1067727.73,1185401.07
Diplodocidae,Partial skeleton,3311669.94,3642974.92
Diplodocidae,Articulated leg,2723025.81,3036789.17
Hadrosauridae,Skull,1283726.62,1362122.32
Ceratopsidae,Femur,598510.76,689196.14
Hadrosauridae,Nest with eggs,639239.09,747036.08
Ceratopsidae,Skull,715201.83,784551.02
Allosauridae,Skeleton,3117464.86,3620809.72
Diplodocidae,Composite skeleton,3448521.47,3648469.38
Camptosauridae,Articulated leg,545021.9,604415.41
Allosauridae,Articulated leg,1988780.2,2259055.45
Ceratopsidae,Composite skeleton,1203637.98,1431734.03
Apatosauridae,Composite skeleton,7924858.68,9451367.97
Apatosauridae,Virtually complete skeleton,9531162.96,10139301.89
Stegosauridae,Composite skeleton,14634845.16,16448460.54
Camptosauridae,Partial skeleton,824506.31,879056.65
Unidentified,Virtually complete skeleton,556866.43,598356.43
Apatosauridae,Virtually complete skeleton,10926192.52,13045484.93
Tarbosauridae,Composite skeleton,2531879.32,2939699.51
Diplodocidae,Composite skeleton,4366541.12,4766282.43
Allosauridae,Partial skeleton,2507728.03,2759669.83
Hypsilophodontidae,Femur,277767.55,314887.21
Camptosauridae,Skeleton,950216.53,1066154.75
Stegosauridae,Partial skeleton,9657480.8,11560396.2
Tyrannosauridae,Skull,4722492.6,5192533.95
Hypsilophodontidae,Nest with eggs,208844.25,231497.26
Camptosauridae,Femur,651742.11,718650.97
Dromaeosauridae,Nest with eggs,1282186.29,1367385.54
Allosauridae,Partial skeleton,2372925.36,2609331.18
Tarbosauridae,Articulated leg,1287555.82,1369847.74
Dromaeosauridae,Composite skeleton,3331708.74,3910565.32
Camptosauridae,Composite skeleton,1069051.62,1133884.43
Hypsilophodontidae,Partial skeleton,482892.22,530879.62
Allosauridae,Virtually complete skeleton,3110071.36,3500711.12
Apatosauridae,Femur,5197453.84,5960828.37
Dromaeosauridae,Composite skeleton,3686334.0,4400793.89
Tarbosauridae,Articulated leg,1134258.18,1337026.94
Diplodocidae,Femur,2714641.71,3213924.32
Tyrannosauridae,Skull,4545773.78,5150949.59
Apatosauridae,Skull,5632546.27,6359917.83
Tyrannosauridae,Skull,5342187.38,5996913.64
Hadrosauridae,Nest with eggs,627971.46,677065.08
Hadrosauridae,Skull,1197145.48,1257223.95
Ceratopsidae,Skull,908290.6,1001260.66
Hadrosauridae,Partial skeleton,1684218.19,1899130.33
Apatosauridae,Femur,4294162.58,4573726.35
Thescelosauridae,Composite skeleton,599209.42,651116.13
Stegosauridae,Composite skeleton,13253420.77,15172587.51
Tarbosauridae,Skeleton,2318235.08,2607780.39
Ceratopsidae,Partial skeleton,950009.93,1065078.55
Tarbosauridae,Virtually complete skeleton,2320739.26,2664132.89
Dromaeosauridae,Composite skeleton,3966019.6,4239650.72
Camptosauridae,Partial skeleton,883518.99,987249.74
Ceratopsidae,Composite skeleton,1223304.4,1337625.28
Stegosauridae,Composite skeleton,13774237.89,15558534.17
Stegosauridae,Composite skeleton,15399297.93,16810474.83
Thescelosauridae,Nest with eggs,175304.54,201943.21
Tyrannosauridae,Nest with eggs,2640185.33,2778865.35
Camptosauridae,Skull,598341.82,689216.35
Dromaeosauridae,Articulated leg,2083607.58,2206767.03
Tyrannosauridae,Partial skeleton,6396902.14,7661515.3
Camptosauridae,Virtually complete skeleton,1023698.37,1084658.97
Hadrosauridae,Nest with eggs,616023.01,688963.18
Apatosauridae,Virtually complete skeleton,9691082.43,11398059.57
Ceratopsidae,Virtually complete skeleton,1459906.87,1655672.4
Diplodocidae,Articulated leg,2850148.76,2993203.53
Unidentified,Articulated leg,245018.8,282948.42
Hadrosauridae,Virtually complete skeleton,1831144.48,2082600.18
Dromaeosauridae,Partial skeleton,3131346.42,3676964.21
Allosauridae,Skull,1967188.14,2129703.2
Stegosauridae,Composite skeleton,14850061.07,16153047.13
Hadrosauridae,Femur,1055321.24,1142765.85
Thescelosauridae,Composite skeleton,641197.09,677920.75
Ceratopsidae,Femur,620768.64,735334.37
Tyrannosauridae,Composite skeleton,6720898.77,7165224.85
Apatosauridae,Composite skeleton,7957654.84,8604629.2
Tarbosauridae,Virtually complete skeleton,2240871.81,2630677.3
Tyrannosauridae,Skeleton,8077185.53,9461451.33
Stegosauridae,Virtually complete skeleton,18483054.28,19898576.44
Tarbosauridae,Skull,1524200.05,1631896.14
Thescelosauridae,Composite skeleton,516706.36,613362.91
Allosauridae,Nest with eggs,999398.28,1139229.02
Thescelosauridae,Nest with eggs,176544.68,197555.51
Allosauridae,Femur,1448592.53,1647849.14
Dromaeosauridae,Femur,1657670.27,1852723.18
Hadrosauridae,Femur,990670.79,1161077.24
Allosauridae,Skeleton,2486171.82,2704963.73
Dromaeosauridae,Femur,2096057.87,2392851.25
Stegosauridae,Articulated leg,9258343.49,10387236.0
Diplodocidae,Virtually complete skeleton,4671478.69,5598799.91
Camptosauridae,Skull,568568.8,656851.12
Thescelosauridae,Partial skeleton,385453.29,442713.57
Stegosauridae,Composite skeleton,11893127.1,12908880.69
Hypsilophodontidae,Skull,371782.87,445479.46
Camptosauridae,Skull,708203.44,849236.84
Camptosauridae,Partial skeleton,945650.1,1018015.59
Tarbosauridae,Skull,1453640.51,1620479.92
Thescelosauridae,Skull,348768.41,370445.67
Allosauridae,Partial skeleton,2549008.35,2888719.03
Tarbosauridae,Nest with eggs,679896.75,733105.09
Unidentified,Composite skeleton,378329.16,430013.88
Dromaeosauridae,Skull,2999120.88,3534700.27
Stegosauridae,Composite skeleton,15423287.82,16943809.89
Hypsilophodontidae,Articulated leg,372104.42,409139.05
Camptosauridae,Composite skeleton,989721.43,1176589.36
Stegosauridae,Femur,8676916.77,9421380.06
Apatosauridae,Nest with eggs,2917730.23,3482612.07
Tarbosauridae,Nest with eggs,880797.5,1024093.01
Hadrosauridae,Composite skeleton,1967496.06,2148617.36
Thescelosauridae,Skull,330703.67,388809.55
Stegosauridae,Articulated leg,9008038.07,10137807.15
Hypsilophodontidae,Skull,377983.9,438472.25
Apatosauridae,Partial skeleton,6605865.66,7085731.75
Diplodocidae,Composite skeleton,4333396.98,4878950.69
Diplodocidae,Articulated leg,2548105.01,2958024.05
Allosauridae,Partial skeleton,2787377.8,3284279.36
Ceratopsidae,Articulated leg,698685.86,736051.62
Tyrannosauridae,Nest with eggs,2170461.57,2512795.37
Allosauridae,Skull,1838801.41,2178843.53
Dromaeosauridae,Virtually complete skeleton,3620779.38,3819842.76
Hadrosauridae,Articulated leg,953533.61,1041886.84
Hadrosauridae,Articulated leg,1096215.42,1284480.35
Apatosauridae,Articulated leg,4952316.52,5217284.37
Thescelosauridae,Partial skeleton,443489.66,472006.13
Hadrosauridae,Skull,1113167.21,1236840.24
Stegosauridae,Composite skeleton,13545257.49,14765360.71
Tarbosauridae,Virtually complete skeleton,2196890.79,2523812.17
Allosauridae,Composite skeleton,2636000.7,3025570.63
Stegosauridae,Skeleton,12859163.64,13822694.46
Apatosauridae,Composite skeleton,6966635.37,7586817.85
Stegosauridae,Articulated leg,7559782.24,8412226.35
Stegosauridae,Partial skeleton,13675779.29,16393413.29
Allosauridae,Femur,1793178.23,1942962.91
Diplodocidae,Skull,3039280.85,3541327.33
Unidentified,Nest with eggs,151269.66,171582.76
Unidentified,Femur,239483.88,263148.22
Stegosauridae,Nest with eggs,5346698.77,6370216.73
Tarbosauridae,Composite skeleton,1716394.47,1811255.01
Unidentified,Skull,298722.25,327547.83
Tyrannosauridae,Skull,5479801.59,6356682.25
Allosauridae,Virtually complete skeleton,3265234.92,3469321.53
Diplodocidae,Skull,2624870.88,3135676.63
Apatosauridae,Nest with eggs,2708304.32,2975667.47
Tarbosauridae,Nest with eggs,733269.98,790884.99
Tarbosauridae,Partial skeleton,1805170.76,1933428.39
Thescelosauridae,Skull,369872.06,415142.29
Tarbosauridae,Articulated leg,1357949.55,1593152.88
Apatosauridae,Partial skeleton,6307450.64,6935980.6
Dromaeosauridae,Nest with eggs,1283180.4,1384198.61
Apatosauridae,Articulated leg,5785930.91,6566338.76
Hadrosauridae,Skull,1241249.21,1459340.56
Allosauridae,Skull,2140225.47,2343610.16
Ceratopsidae,Composite skeleton,1170691.99,1304734.27
Diplodocidae,Skull,2480271.08,2968249.22
Dromaeosauridae,Articulated leg,2029337.39,2430130.85
Stegosauridae,Composite skeleton,12751794.12,14967767.36
Diplodocidae,Articulated leg,2501023.25,2857494.89
Hadrosauridae,Articulated leg,913229.74,1090310.62
Tyrannosauridae,Femur,4041630.88,4826917.55
Diplodocidae,Partial skeleton,3525118.35,3890804.83
Ceratopsidae,Skull,779385.79,893760.42
Tyrannosauridae,Articulated leg,4927165.73,5229347.3
Tarbosauridae,Articulated leg,1359639.61,1468378.75
Hypsilophodontidae,Articulated leg,406293.62,433138.24
Diplodocidae,Partial skeleton,3470238.01,3703986.54
Tyrannosauridae,Femur,3910023.85,4140467.84
Thescelosauridae,Articulated leg,328120.35,387795.11
Thescelosauridae,Nest with eggs,144459.98,156665.01
Dromaeosauridae,Skull,2074152.98,2309382.71
Stegosauridae,Skull,10139455.16,11897485.88
Apatosauridae,Skeleton,9856232.53,10782848.06
Camptosauridae,Virtually complete skeleton,1134494.41,1276849.98
Tarbosauridae,Articulated leg,1364342.94,1467090.75
Stegosauridae,Partial skeleton,11536457.65,12496892.32
Diplodocidae,Femur,2492328.29,2634440.66
Unidentified,Nest with eggs,146084.92,154037.74
Dromaeosauridae,Femur,2145753.32,2504380.23
Thescelosauridae,Virtually complete skeleton,596959.35,694060.86
Camptosauridae,Virtually complete skeleton,1168105.49,1341665.55
Hadrosauridae,Virtually complete skeleton,2481119.23,2925715.0
Thescelosauridae,Skull,358620.3,396956.79
Ceratopsidae,Nest with eggs,397330.7,464543.01
Apatosauridae,Femur,4833103.8,5477112.81
Hypsilophodontidae,Nest with eggs,204912.76,233603.56
Hypsilophodontidae,Nest with eggs,167278.72,185947.33
Allosauridae,Virtually complete skeleton,3642138.8,4021467.95
Stegosauridae,Virtually complete skeleton,17308322.46,19988224.59
Camptosauridae,Partial skeleton,884561.1,1014273.92
Stegosauridae,Partial skeleton,10946712.2,11503417.34
Thescelosauridae,Articulated leg,322431.01,355494.13
Dromaeosauridae,Composite skeleton,2971881.2,3249125.53
Hadrosauridae,Skeleton,1857807.39,2090073.02
Hadrosauridae,Partial skeleton,1551123.81,1834281.29
Thescelosauridae,Virtually complete skeleton,511043.4,548538.36
Allosauridae,Partial skeleton,1798765.12,1940445.01
Diplodocidae,Femur,2700434.99,3050466.51
Dromaeosauridae,Skull,1823502.86,1945552.6
Hypsilophodontidae,Skull,409733.37,433986.72
Diplodocidae,Nest with eggs,1607052.91,1762083.46
Thescelosauridae,Partial skeleton,423779.68,469466.87
Hadrosauridae,Femur,1004173.3,1131082.32
Hypsilophodontidae,Composite skeleton,557958.66,665266.48
Tarbosauridae,Partial skeleton,1556975.67,1650278.82
Hypsilophodontidae,Skull,368385.27,412710.29
Apatosauridae,Composite skeleton,11014845.01,12887392.6
Allosauridae,Nest with eggs,904591.53,1062313.5
Apatosauridae,Femur,4955664.26,5931790.15
Diplodocidae,Composite skeleton,5020066.43,5506714.55
Hypsilophodontidae,Partial skeleton,440670.41,517580.39
Ceratopsidae,Nest with eggs,353996.28,415679.24
Camptosauridae,Composite skeleton,1069632.79,1249644.35
Unidentified,Skeleton,453349.69,515897.51
Camptosauridae,Composite skeleton,1156554.08,1343898.81
Hadrosauridae,Articulated leg,1079851.43,1198786.4
Dromaeosauridae,Nest with eggs,1187650.0,1397791.26
Unidentified,Virtually complete skeleton,426210.98,459938.66
Thescelosauridae,Articulated leg,341293.37,391332.45
Hypsilophodontidae,Composite skeleton,451901.07,540834.6
Ceratopsidae,Partial skeleton,998544.44,1095268.14
Unidentified,Virtually complete skeleton,541601.74,643113.79
Hadrosauridae,Nest with eggs,586523.6,622335.61
Hadrosauridae,Partial skeleton,1523263.26,1626453.08
Ceratopsidae,Partial skeleton,839742.7,930589.67
Camptosauridae,Skeleton,1199821.55,1330170.28
Dromaeosauridae,Femur,1905277.01,2202962.74
Hadrosauridae,Partial skeleton,1279906.91,1452104.63
Diplodocidae,Articulated leg,2645945.41,3097568.06
Tarbosauridae,Femur,1174312.89,1263137.88
Apatosauridae,Virtually complete skeleton,9390982.81,10942410.42
Stegosauridae,Articulated leg,11058876.52,12605611.61
Tyrannosauridae,Skeleton,8411391.72,8940544.16
Hypsilophodontidae,Skeleton,508101.18,604129.22
Apatosauridae,Nest with eggs,2518332.19,2878090.99
Tarbosauridae,Articulated leg,1311177.62,1553040.39
Camptosauridae,Nest with eggs,345000.52,411155.51
Apatosauridae,Nest with eggs,3289591.98,3639585.97
Thescelosauridae,Composite skeleton,459204.07,542638.1
Ceratopsidae,Skeleton,1193258.31,1425499.19
Thescelosauridae,Virtually complete skeleton,594947.71,665614.12
Apatosauridae,Nest with eggs,2936956.32,3348291.11
Allosauridae,Partial skeleton,2223972.35,2460006.4
Stegosauridae,Virtually complete skeleton,16805018.14,19190234.81
